,service_type,is_mix_service,online_time,1_total_fee,2_total_fee,3_total_fee,4_total_fee,month_traffic,many_over_bill,contract_type,contract_time,is_promise_low_consume,net_service,pay_times,pay_num,last_month_traffic,local_trafffic_month,local_caller_time,service1_caller_time,service2_caller_time,gender,age,complaint_level,former_complaint_num,former_complaint_fee,current_service,fee_mean,fee_std,fee_fluctuate,online_time_norm,fee_mean_norm,fee_fluctuate_norm,month_traffic_norm,contract_time_norm,pay_num_norm,last_month_traffic_norm,local_trafffic_month_norm,local_caller_time_norm,service1_caller_time_norm,service2_caller_time_norm,age_norm,former_complaint_num_norm,former_complaint_fee_norm,service1_caller_time_dimean,last_month_traffic_dimean,former_complaint_num_dimean,former_complaint_fee_dimean,user_id,fee_mean_2,fee_mean_2_norm
317424,4,0,13,296.0,306.0,216.0,175.98,5374.459535,1,3,12,0,4,1,200.0,0.0,5376.575916,0.0,0.0,6.1666669999999995,1,24,0,0,0,4,248.495,54.49289,-40.006667,0.043956,0.054075,0.344752,0.033789,0.245283,0.010306999999999998,0.0,0.03318,0.0,0.0,0.000947,0.24242399999999997,0.0,0.0,0,0,0,0,6suSx8z0PoRNpKMk,-25.01,0.607039
317479,4,0,175,85.4,134.2,82.0,129.95,463.699552,0,6,12,0,4,1,124.2,0.0,465.72345,199.23333300000002,0.0,199.466667,2,65,0,0,0,0,107.8875,24.263923000000002,14.85,0.637363,0.02348,0.369575,0.002915,0.245283,0.0064010000000000004,0.0,0.002874,0.043298,0.0,0.030641,0.656566,0.0,0.0,0,0,0,0,iN9XUks3LTSg5qEl,-0.425,0.611683
317640,4,0,63,106.1,126.1,188.1,151.87,270.037737,0,0,0,0,4,2,440.0,0.0,0.0,0.0,0.0,46.383333,2,29,0,0,0,5,143.0425,30.65901,15.256667000000002,0.227106,0.031129,0.369759,0.001698,0.018868,0.022675,0.0,0.0,0.0,0.0,0.007125,0.292929,0.0,0.0,0,0,0,0,I0Nrqwv67Y2hfd1K,-28.115,0.606452
317690,4,0,53,111.0,161.0,109.07,110.8,604.892629,0,3,12,0,4,2,100.0,0.0,931.3023310000001,18.466667,0.0,195.6,1,32,1,1,0,14,122.9675,21.970894,-0.06666699999999999,0.190476,0.026761,0.362825,0.003803,0.245283,0.0051530000000000005,0.0,0.0057469999999999995,0.004013,0.0,0.030047000000000004,0.323232,0.027027,0.0,0,0,1,0,5Uw2Hnsyra1DPgKf,-24.135,0.607204
317728,4,0,31,334.0,536.65,261.7,493.0,1065.4251470000002,1,0,0,0,4,10,300.0,0.0,1025.5726869999999,176.316667,234.466667,49.683333000000005,1,37,0,0,0,1,406.3375,112.52161699999999,53.0,0.10989000000000002,0.08842,0.386838,0.006698000000000001,0.018868,0.01546,0.0,0.0063289999999999996,0.038318,0.05538,0.007631999999999999,0.373737,0.0,0.0,1,0,0,0,MG1qLtAx9OBHzWp7,14.325,0.61447
317826,4,0,49,168.0,171.1,111.0,111.0,1636.544778,0,12,24,0,4,2,250.0,0.0,1659.522375,31.166666999999997,0.0,57.183333,1,29,0,0,0,14,140.275,29.295509000000003,-19.0,0.175824,0.030527,0.35425700000000004,0.010289,0.47169799999999995,0.012884,0.0,0.010241,0.006773,0.0,0.008784,0.292929,0.0,0.0,0,0,0,0,DUkH832pn0gctuCo,-1.55,0.611471
317861,4,0,11,342.62,301.0,481.0,331.5,6025.093184,1,3,12,0,4,5,300.0,0.0,6169.054092,45.816666999999995,0.0,53.033333,2,44,0,0,0,4,364.03,69.230324,-3.706667,0.03663,0.07921399999999999,0.361178,0.037880000000000004,0.245283,0.01546,0.0,0.03807,0.009956999999999999,0.0,0.008147,0.44444399999999995,0.0,0.0,0,0,0,0,W30FbEwLtJ6Gkm7R,-53.94,0.6015739999999999
317905,4,0,84,303.6,385.5,356.7,184.2,1641.203335,1,0,0,0,4,1,500.0,0.0,1163.494679,18.383333,0.0,18.383333,2,0,0,0,0,3,307.5,77.010941,-39.8,0.304029,0.066914,0.34484499999999996,0.010318,0.018868,0.025767,0.0,0.00718,0.003995,0.0,0.0028239999999999997,0.0,0.0,0.0,0,0,0,0,lSakLeroc84iGCZR,-127.2,0.587735
318043,4,0,55,242.55,269.45,235.95,349.8,5131.829699,0,1,24,0,4,3,100.05,1754.088063,4237.79957,221.2,39.583333,395.333333,1,37,0,0,0,13,274.4375,45.283777,35.75,0.197802,0.05971900000000001,0.37903200000000004,0.032264,0.47169799999999995,0.005156,0.100763,0.026151999999999998,0.048072000000000004,0.009349,0.060728,0.373737,0.0,0.0,1,1,0,0,N1e4BDCUtzdgZLMl,43.475,0.619976
318058,4,0,36,16.3,72.1,82.2,68.2,524.900071,0,0,0,0,4,1,30.0,0.0,525.097731,3.1333330000000004,0.0,3.1333330000000004,1,29,0,0,0,1,59.7,25.572544,17.3,0.12820499999999999,0.012995,0.370683,0.0033,0.018868,0.001546,0.0,0.00324,0.000681,0.0,0.000481,0.292929,0.0,0.0,0,0,0,0,v95mgHqowB07WKix,-34.9,0.605171
318256,4,0,134,76.0,77.6,134.65,117.5,0.0,0,1,36,0,4,3,100.0,800.0,0.0,0.0,0.0,56.95,1,36,1,3,600,4,101.4375,25.378961999999998,13.833332999999998,0.487179,0.022076,0.369115,0.0,0.698113,0.0051530000000000005,0.045956,0.0,0.0,0.0,0.008748,0.363636,0.081081,0.00106,0,1,1,1,rv2ib4ykJfmSpuOe,-9.375,0.609992
318332,4,0,29,42.78,36.3,69.0,70.38,1640.791062,0,0,0,0,4,1,20.0,450.0,1617.341989,17.65,0.0,17.65,1,29,0,0,0,3,54.615,15.2559,9.2,0.10256400000000002,0.011888,0.367018,0.010316,0.018868,0.001031,0.02585,0.009981,0.003836,0.0,0.002711,0.292929,0.0,0.0,0,1,0,0,RaAio2QIJZ81VWvt,3.93,0.612506
318507,4,0,24,175.1,155.0,145.1,55.7,946.648067,1,0,0,0,3,4,200.0,0.0,945.9961300000001,0.0,0.0,0.0,1,32,0,0,0,2,132.725,45.765182,-39.8,0.084249,0.028883999999999996,0.34484499999999996,0.005952000000000001,0.018868,0.010306999999999998,0.0,0.005838,0.0,0.0,0.0,0.323232,0.0,0.0,0,0,0,0,thKW7i4GbsuUvVAL,-34.65,0.605218
318618,4,0,93,62.25,310.55,132.05,53.15,454.62247699999995,1,0,0,0,4,1,100.0,0.0,454.63975999999997,112.88333300000001,125.183333,26.133333,2,46,0,0,0,2,139.5,103.365238,-3.0333330000000003,0.336996,0.030358,0.361482,0.002858,0.018868,0.0051530000000000005,0.0,0.002806,0.024531999999999998,0.029568,0.004014,0.464646,0.0,0.0,1,0,0,0,PiETuOD9VbN4Ip2t,-163.6,0.580859
318835,4,0,27,79.9,40.65,49.8,112.05,961.072934,1,0,0,0,4,1,50.0,0.0,962.458424,25.05,1.216667,40.5,1,41,0,0,0,1,70.6,27.992119,10.716667,0.095238,0.015366,0.367704,0.0060420000000000005,0.018868,0.002577,0.0,0.005939,0.005444,0.00028700000000000004,0.006221,0.414141,0.0,0.0,1,0,0,0,AurZQ2yRHGPXVcJd,50.75,0.62135
318973,4,0,33,153.6,81.85,129.1,67.0,1211.0852949999999,1,0,0,0,4,2,150.0,0.0,1211.0893039999999,7.3,0.0,7.3,1,40,0,0,0,1,107.8875,34.961915000000005,-28.866667,0.11721600000000001,0.02348,0.34979299999999997,0.007614,0.018868,0.00773,0.0,0.007474,0.001586,0.0,0.001121,0.40404,0.0,0.0,0,0,0,0,TvzPieK4fqHYawW1,4.825,0.612675
319128,4,0,57,224.1,229.0,132.15,154.8,2098.961709,0,0,0,0,4,3,300.0,0.0,1690.201812,123.9,305.216667,44.9,1,32,0,0,0,1,185.0125,42.337843,-23.1,0.20512800000000003,0.040261,0.352402,0.013196000000000001,0.018868,0.01546,0.0,0.01043,0.026927,0.072091,0.0068969999999999995,0.323232,0.0,0.0,1,0,0,0,JOWsi4Thv15GyIYN,8.875,0.61344
319389,4,0,65,79.96,149.91,103.96,80.0,0.0,0,3,12,1,4,4,150.04,0.0,0.0,0.0,1.483333,0.0,1,45,0,0,0,0,103.4575,28.550281,0.013333000000000001,0.23443200000000003,0.022516,0.362861,0.0,0.245283,0.007731999999999999,0.0,0.0,0.0,0.00035,0.0,0.454545,0.0,0.0,1,0,0,0,m1uPq7QW83pokhyx,-46.955,0.602893
319444,4,0,67,132.1,132.0,312.07,243.83,3236.008111,0,9,12,0,4,3,160.0,1024.0,10216.51512,162.55,0.0,182.01666699999998,1,31,1,1,0,5,205.0,76.83613000000001,37.243333,0.241758,0.044610000000000004,0.379708,0.020345,0.245283,0.008245,0.058824,0.063048,0.035325999999999996,0.0,0.027960000000000002,0.313131,0.027027,0.0,0,1,1,0,oGcfe2kVC7bgOnN3,-34.07,0.6053270000000001
319574,4,0,50,245.72,177.03,306.53,177.65,3009.445943,0,0,0,0,4,5,280.0,0.0,5469.149815,182.366667,193.15,139.15,2,27,0,0,0,4,226.7325,53.869278,-22.69,0.17948699999999998,0.049339,0.352588,0.018921,0.018868,0.014430000000000002,0.0,0.033750999999999996,0.039633,0.045620999999999995,0.021375,0.272727,0.0,0.0,1,0,0,0,eAwzHxv1pUuWTyCJ,-30.095,0.606078
319599,4,1,64,316.0,436.0,256.0,436.0,1024.0,0,9,12,0,4,2,500.0,0.0,8414.460872,50.516667,0.0,320.783333,2,29,0,0,0,13,361.0,77.942286,40.0,0.230769,0.078555,0.38095500000000004,0.006437999999999999,0.245283,0.025767,0.0,0.051927,0.010979000000000001,0.0,0.049277,0.292929,0.0,0.0,0,0,0,0,6T38QUqVaNxOybHA,30.0,0.6174310000000001
319681,4,0,40,97.95,93.35,98.75,100.5,1238.50693,0,0,0,0,4,1,100.0,19.502260999999997,974.809953,103.68333299999999,85.85,144.45,2,26,0,0,0,4,97.6375,2.641585,0.85,0.14285699999999998,0.021249,0.36324,0.0077870000000000005,0.018868,0.0051530000000000005,0.00112,0.006016,0.022533,0.020277,0.022188999999999997,0.262626,0.0,0.0,1,1,0,0,4IDFuHSACNnzYjgm,3.175,0.612363
319825,4,1,64,136.4,136.0,136.1,116.85,0.0,0,9,12,0,4,1,100.0,0.0,685.475869,94.18333299999999,0.0,103.15,1,29,0,0,0,14,131.3375,8.365657,-6.516667,0.230769,0.028582,0.359906,0.0,0.245283,0.0051530000000000005,0.0,0.004229999999999999,0.020468,0.0,0.015844999999999998,0.292929,0.0,0.0,0,0,0,0,E5JRePiuzZTAjsFQ,-9.425,0.6099829999999999
320063,4,0,22,81.04,113.96,101.0,101.1,1990.347106,0,3,12,0,4,2,20.06,0.0,1965.087539,9.0,0.0,81.716667,1,35,0,0,0,5,99.275,11.773601,6.686667,0.076923,0.021606,0.365881,0.012513,0.245283,0.001034,0.0,0.012126999999999999,0.001956,0.0,0.012553,0.353535,0.0,0.0,0,0,0,0,cCnWtj5ADab3dOJo,-16.41,0.608664
320107,4,0,17,57.52,57.08,55.94,58.13,705.059123,0,3,12,0,4,3,92.18,0.0,486.916124,38.1,1.35,76.25,1,56,0,0,0,4,57.1675,0.800793,0.20333299999999999,0.05860800000000001,0.012443000000000001,0.36294699999999996,0.0044329999999999994,0.245283,0.00475,0.0,0.003005,0.00828,0.000319,0.011713,0.565657,0.0,0.0,1,0,0,0,blPABwvoDZHsmY27,1.315,0.612012
320121,4,0,28,190.23,641.77,369.95,306.24,2004.0556550000001,0,0,0,0,4,3,350.07,0.0,1722.642145,43.183333000000005,0.0,97.6,2,25,1,2,0,13,377.0475,165.863541,38.67,0.098901,0.08204600000000001,0.380353,0.0126,0.018868,0.018040999999999998,0.0,0.010631,0.009385,0.0,0.014993000000000001,0.252525,0.054054,0.0,0,0,1,0,ovzRu4TQPD7FxsmS,-257.625,0.5630970000000001
320192,4,0,71,509.2,467.65,446.35,536.7,6285.1288859999995,1,0,0,0,4,1,100.0,0.0,518.241663,0.0,128.383333,393.966667,1,43,0,0,0,14,489.975,35.193652,9.166667,0.25640999999999997,0.106618,0.367003,0.039514999999999995,0.018868,0.0051530000000000005,0.0,0.003198,0.0,0.030324,0.060519,0.43434300000000003,0.0,0.0,1,0,0,0,svIMy5O2iV4gnbzG,65.95,0.624222
320219,4,0,95,142.49,141.68,99.84,158.85,1524.0,0,0,0,0,4,2,300.04,0.0,1799.7169,99.533333,0.0,111.8,1,41,0,0,0,14,135.715,21.815853,5.453333,0.34432199999999996,0.029535000000000002,0.365323,0.009581000000000001,0.018868,0.015462,0.0,0.011106,0.021631,0.0,0.017174000000000002,0.414141,0.0,0.0,0,0,0,0,Q6OR0pVJANc3vZSP,29.91,0.617414
320275,4,0,49,121.0,224.8,371.5,298.0,4592.983186,0,9,12,0,4,2,300.0,0.0,4099.860295,11.7,0.0,20.516667,1,31,0,0,0,5,253.825,92.57938100000001,59.0,0.175824,0.055234000000000005,0.38955300000000004,0.028876,0.245283,0.01546,0.0,0.025301,0.002543,0.0,0.003152,0.313131,0.0,0.0,0,0,0,0,b6JruZyz3GTU42lV,-88.65,0.595017
320288,4,0,50,316.0,375.92,287.98,521.0,4453.853889,1,0,0,0,4,1,1000.0,0.0,4478.203923,18.416667,0.0,18.416667,1,0,0,0,0,12,375.225,89.958496,68.333333,0.17948699999999998,0.08165,0.393776,0.028002,0.018868,0.051534,0.0,0.027636,0.004002,0.0,0.002829,0.0,0.0,0.0,0,0,0,0,L0dzROkHrBxFDCAc,86.55,0.628113
320304,4,0,6,71.0,116.0,88.16,56.0,4.5106589999999995,0,0,0,0,4,1,100.0,0.0,4.51066,8.516667,0.0,25.466667,1,35,0,0,0,6,82.79,22.296015,-5.0,0.018315,0.018019,0.360592,2.8000000000000003e-05,0.018868,0.0051530000000000005,0.0,2.8000000000000003e-05,0.0018510000000000002,0.0,0.003912,0.353535,0.0,0.0,0,0,0,0,EZFXtyrmidwqbx7a,-38.58,0.604476
320457,4,0,75,372.2,296.64,298.88,331.0,9815.192504999999,0,1,24,0,4,1,300.0,2593.799787,2082.1078420000003,83.216667,0.0,351.333333,1,50,0,0,0,12,324.68,30.618516999999997,-13.733332999999998,0.27106199999999997,0.07065199999999999,0.35664,0.061708000000000006,0.47169799999999995,0.01546,0.149,0.012849000000000001,0.018085,0.0,0.053969,0.505051,0.0,0.0,0,1,0,0,udxcURejJSiHs5rm,53.84,0.621934
320469,4,0,37,97.75,46.0,46.0,46.0,1407.945543,0,0,0,0,4,4,120.0,650.0,323.514881,48.016667,128.966667,38.5,1,29,0,0,0,1,58.9375,22.408407,-17.25,0.131868,0.012828999999999998,0.355049,0.008851999999999999,0.018868,0.006184,0.037339,0.001996,0.010435,0.030461000000000002,0.005914,0.292929,0.0,0.0,1,1,0,0,FKfhbDlxj6wT8a5o,25.875,0.6166510000000001
320480,4,0,25,80.2,112.1,76.0,89.9,813.717585,0,0,0,0,4,1,100.0,0.0,813.975512,59.533333,0.0,128.166667,2,32,0,0,0,0,89.55,13.961107,3.233333,0.087912,0.01949,0.364318,0.005116,0.018868,0.0051530000000000005,0.0,0.005023,0.012938,0.0,0.019688,0.323232,0.0,0.0,0,0,0,0,FgqQ5ZMRGyh6LKbd,-9.0,0.610063
320538,4,0,41,136.0,256.0,273.4,256.0,0.7727350000000001,0,0,0,0,4,1,256.0,0.0,0.768798,12.216667,0.0,12.216667,0,0,0,0,0,14,230.35,54.934211,40.0,0.14652,0.050126,0.38095500000000004,5e-06,0.018868,0.013193,0.0,5e-06,0.0026550000000000002,0.0,0.001877,0.0,0.0,0.0,0,0,0,0,6Xybs5J0128VFxC4,-68.7,0.5987859999999999
320563,4,0,79,109.35,109.8,138.0,111.6,2841.539831,0,12,24,0,4,1,100.0,895.6730269999999,2858.887767,325.5,5.9166669999999995,551.983333,1,46,0,0,0,13,117.1875,12.045558,0.75,0.28571399999999997,0.025503,0.363194,0.017865,0.47169799999999995,0.0051530000000000005,0.051452,0.017643,0.070739,0.001397,0.08479199999999999,0.464646,0.0,0.0,1,1,0,0,AW6OXNy7YgaIwqzD,-13.425,0.6092270000000001
320589,4,0,32,45.91,57.69,66.3,36.9,500.912344,0,0,0,0,4,3,60.5,70.520645,0.0,0.0,0.0,16.366667,2,21,1,1,5000,3,51.7,11.198261,-3.003333,0.113553,0.011254,0.361496,0.003149,0.018868,0.003118,0.004051,0.0,0.0,0.0,0.002514,0.212121,0.027027,0.008834,0,1,1,1,6kqG8c9TNXOygzlh,-20.59,0.607874
320658,4,0,101,195.97,222.23,195.96,274.55,473.31877000000003,0,1,24,0,4,2,200.03,0.0,3.3006010000000003,38.783333,0.0,112.65,1,47,0,0,0,12,222.1775,32.082206,26.193333,0.3663,0.048348,0.374708,0.0029760000000000003,0.47169799999999995,0.010308,0.0,2e-05,0.008429,0.0,0.017305,0.47474700000000003,0.0,0.0,0,0,0,0,yPuTHLdxaUvVojFh,26.165,0.6167060000000001
320694,4,0,53,90.09,123.24,118.97,77.96,1360.1585539999999,1,0,0,0,3,1,0.08,0.0,750.332738,107.266667,6.9,165.333333,2,32,0,0,0,0,102.565,19.089338,-4.0433330000000005,0.190476,0.022322,0.361025,0.008551000000000001,0.018868,4e-06,0.0,0.00463,0.023312,0.0016300000000000002,0.025397,0.323232,0.0,0.0,1,0,0,0,4OmbTDqVyhkw3pcZ,-37.08,0.604759
320735,4,0,14,126.0,106.0,106.2,106.0,205.91775800000002,0,0,0,1,4,4,221.0,1824.0,0.0,0.0,0.0,2.15,1,18,0,0,0,4,111.05,8.631772999999999,-6.6666669999999995,0.047619,0.024168000000000002,0.359838,0.001295,0.018868,0.011389,0.104779,0.0,0.0,0.0,0.00033,0.181818,0.0,0.0,0,1,0,0,E6wA8vB34sml05zN,9.9,0.613634
320816,4,0,42,115.0,154.91,136.89,155.0,461.08523399999996,0,0,0,0,4,2,150.0,0.0,0.0,0.0,0.0,1.7333330000000002,2,26,0,0,0,4,140.45,16.440576,13.333332999999998,0.15018299999999998,0.030565,0.368888,0.0028989999999999997,0.018868,0.00773,0.0,0.0,0.0,0.0,0.000266,0.262626,0.0,0.0,0,0,0,0,p1G9gvPjIBnMfLwD,-10.9,0.609704
320908,4,0,47,79.98,80.0,224.9,102.6,463.05849400000005,0,0,0,1,4,3,100.02,368.697994,463.324074,24.15,0.0,25.683332999999998,1,36,0,0,0,2,121.87,60.19631,7.54,0.168498,0.026522000000000004,0.366267,0.002911,0.018868,0.005154,0.02118,0.002859,0.005248,0.0,0.003945000000000001,0.363636,0.0,0.0,0,1,0,0,CbcXRA9qsJH8oQWj,-61.16,0.60021
320922,4,0,77,216.0,216.16,186.49,276.45,2517.9059989999996,1,1,24,0,4,1,136.2,0.0,2517.996529,113.316667,0.0,114.95,2,31,0,0,0,13,223.775,32.723332,20.15,0.278388,0.048695999999999996,0.371973,0.01583,0.47169799999999995,0.007019,0.0,0.015538999999999999,0.024627,0.0,0.017658,0.313131,0.0,0.0,0,0,0,0,j3LtoWuxrdOhgyk1,44.9,0.6202449999999999
321039,4,0,95,229.52,143.84,260.7,249.62,3048.0,0,1,24,0,4,4,120.0,0.0,2086.924707,323.916667,30.966666999999998,439.933333,0,0,0,0,0,14,220.92,45.884161,6.7,0.34432199999999996,0.048075,0.36588699999999996,0.019163,0.47169799999999995,0.006184,0.0,0.012879,0.070395,0.007314,0.06758,0.0,0.0,0.0,1,0,0,0,qLMxzKJOdclDFCyt,37.3,0.6188100000000001
321052,4,0,18,95.0,108.0,108.0,108.0,2262.1662530000003,0,12,17,0,4,1,100.0,316.942975,0.0,0.0,0.0,67.016667,1,24,1,1,0,13,104.75,5.629165,4.3333330000000005,0.06227100000000001,0.022797,0.364816,0.014222,0.339623,0.0051530000000000005,0.018207,0.0,0.0,0.0,0.010295,0.24242399999999997,0.027027,0.0,0,1,1,0,2tXrS1OhpgxnHIik,-6.5,0.610536
321080,4,0,55,148.7,186.1,147.4,246.0,5341.999629,1,3,12,0,4,1,200.0,0.0,4991.746677,30.633333,0.0,57.7,2,29,0,0,0,13,182.05,40.058863,32.433333000000005,0.197802,0.039617,0.377531,0.033585000000000004,0.245283,0.010306999999999998,0.0,0.030805000000000003,0.006657,0.0,0.008863,0.292929,0.0,0.0,0,0,0,0,rLQxmVP6C8FiNJEf,30.6,0.617544
321141,4,0,88,281.24,307.3,297.15,304.55,0.0,0,1,36,0,4,1,300.0,0.0,4134.241342,354.616667,41.283333,410.016667,1,35,0,0,0,12,297.56,10.127169,7.77,0.318681,0.064751,0.366371,0.0,0.698113,0.01546,0.0,0.025513,0.077067,0.009751000000000001,0.062984,0.353535,0.0,0.0,1,0,0,0,FqBL5gOv283IzPlR,-9.33,0.610001
321185,4,0,68,115.98,114.91,257.86,201.08,1501.4215570000001,0,1,36,0,4,2,300.0,906.1634960000001,0.0,0.0,1.583333,38.866667,1,58,0,0,0,5,172.4575,60.444720999999994,28.366667,0.245421,0.03753,0.375691,0.009439,0.698113,0.01546,0.052053999999999996,0.0,0.0,0.00037400000000000004,0.0059700000000000005,0.585859,0.0,0.0,1,1,0,0,Ywnl98VEz7hujpBA,-27.855,0.6065020000000001
321303,4,0,30,230.49,236.0,235.93,346.07,1737.2532429999999,0,9,12,0,4,2,300.0,0.0,713.272283,22.633333,3.433333,57.783333,1,42,0,0,0,14,262.1225,48.51863,38.526666999999996,0.106227,0.05704,0.380288,0.010922,0.245283,0.01546,0.0,0.0044020000000000005,0.004919,0.000811,0.008876,0.424242,0.0,0.0,1,0,0,0,0LJ9zDR5A8knqQjg,52.315,0.621646
321386,4,0,86,160.0,155.5,121.1,173.7,2681.222627,0,9,12,0,4,2,355.5,0.0,16211.18695,3.65,0.0,22.95,1,35,0,0,0,5,152.575,19.368967,4.566667,0.311355,0.033202999999999996,0.364921,0.016857,0.245283,0.01832,0.0,0.10004199999999999,0.000793,0.0,0.003525,0.353535,0.0,0.0,0,0,0,0,IOxf26GF3ASPoL0m,28.55,0.617157
321410,4,0,33,125.0,125.0,125.1,220.1,1932.5918510000001,0,9,12,0,4,3,100.0,4596.0,1932.588021,22.683332999999998,0.0,22.683332999999998,2,43,0,0,0,6,148.8,41.165094,31.7,0.11721600000000001,0.032382,0.37719899999999995,0.01215,0.245283,0.0051530000000000005,0.264017,0.011926,0.0049299999999999995,0.0,0.0034840000000000006,0.43434300000000003,0.0,0.0,0,1,0,0,9mEYS4ljfAOg8WiK,47.5,0.620736
321500,4,0,10,176.46,181.87,179.96,265.92,2322.03688,0,3,12,0,4,2,181.93,1997.068875,2322.046691,4.816667,0.43333299999999997,5.933333,0,0,0,0,0,12,201.0525,37.501484999999995,29.82,0.032967,0.043752,0.376349,0.014599,0.245283,0.009376,0.114721,0.01433,0.001047,0.000102,0.0009109999999999999,0.0,0.0,0.0,1,1,0,0,QoiMI6uBFTyDnf1X,40.275,0.619372
321511,4,0,134,198.13,196.0,196.0,196.0,5210.575674000001,0,3,12,0,3,2,300.03,1107.5444630000002,5210.575674000001,10.666667,0.0,10.666667,1,50,0,0,0,13,196.5325,0.922317,-0.71,0.487179,0.042768,0.362534,0.032758999999999996,0.245283,0.015462,0.063623,0.032155,0.002318,0.0,0.001639,0.505051,0.0,0.0,0,1,0,0,y5crYVlgTiapnRjq,1.065,0.611965
321708,4,0,37,26.0,26.0,26.0,26.0,2016.0312600000002,0,0,0,1,4,2,50.0,0.0,2016.255664,2.983333,0.0,3.5,1,19,0,0,0,1,26.0,0.0,0.0,0.131868,0.0056619999999999995,0.36285500000000004,0.012675,0.018868,0.002577,0.0,0.012443000000000001,0.000648,0.0,0.000538,0.191919,0.0,0.0,0,0,0,0,iFsrfp7IJLVqEMva,0.0,0.6117630000000001
321905,4,0,37,145.95,150.15,175.99,169.91,1625.500821,0,1,12,0,4,3,100.05,0.0,1526.6094269999999,36.116667,0.0,88.583333,2,27,0,0,0,5,160.5,12.721175,7.986667,0.131868,0.034928,0.366469,0.01022,0.245283,0.005156,0.0,0.009420999999999999,0.007849,0.0,0.013608000000000002,0.272727,0.0,0.0,0,0,0,0,xvujdObPaNp4tsrI,-5.14,0.610792
321940,4,0,39,130.0,133.45,154.45,134.95,2215.828844,0,0,0,0,4,2,200.0,2048.0,2215.9065579999997,8.7,0.0,20.283333,2,25,0,0,0,2,138.2125,9.544984,1.65,0.139194,0.030077999999999997,0.363602,0.013931,0.018868,0.010306999999999998,0.117647,0.013675,0.001891,0.0,0.003116,0.252525,0.0,0.0,0,1,0,0,5Ugqu9C824kDHRNW,-11.475,0.609596
321977,4,0,74,386.29,264.91,226.49,259.99,5680.289799,1,3,12,0,4,2,500.0,0.0,5672.46079,319.716667,0.333333,320.683333,1,34,0,0,0,12,284.42,60.64414,-42.1,0.267399,0.061891999999999996,0.343804,0.035712,0.245283,0.025767,0.0,0.035006,0.069482,7.900000000000001e-05,0.049261,0.343434,0.0,0.0,1,0,0,0,xg2qaHEm5ZOJPWDG,77.44,0.6263920000000001
322073,4,0,79,171.0,131.0,191.0,191.0,4058.642348,0,9,12,0,4,4,280.0,832.783707,4076.379777,129.833333,0.0,253.083333,1,29,0,0,0,13,171.0,24.494897,6.6666669999999995,0.28571399999999997,0.037212,0.365872,0.025516999999999998,0.245283,0.014430000000000002,0.047839,0.025156,0.028216,0.0,0.038876999999999995,0.292929,0.0,0.0,0,1,0,0,fItOzMDNv6lrnALT,20.0,0.615542
322099,4,0,65,316.8,423.68,247.52,322.28,6344.0,0,0,0,0,4,1,0.04,0.0,5958.693196,72.466667,0.0,77.983333,2,32,0,0,0,13,327.57,62.827366000000005,1.8266669999999998,0.23443200000000003,0.071281,0.363681,0.039885000000000004,0.018868,2e-06,0.0,0.036772000000000006,0.015749000000000003,0.0,0.011979,0.323232,0.0,0.0,0,0,0,0,Ohpq5bzS0odW1eGB,-16.06,0.60873
322249,4,0,102,135.5,135.6,135.6,151.5,4076.552403,0,9,12,0,4,2,130.0,3072.0,4076.676375,49.4,0.0,75.966667,2,31,0,0,0,5,139.55,6.899457000000001,5.3333330000000005,0.369963,0.030369,0.365268,0.025629000000000002,0.245283,0.006698999999999999,0.17647100000000002,0.025158,0.010736,0.0,0.011669,0.313131,0.0,0.0,0,1,0,0,b3Ixa8h1RvUmOF7H,7.9,0.613256
322294,4,0,36,161.0,156.0,156.65,196.25,4760.561296,0,0,0,0,4,1,5.0,938.66617,4760.7083729999995,3.566667,0.0,3.566667,0,0,0,0,0,4,167.475,16.724103,11.75,0.12820499999999999,0.036445,0.368172,0.029930000000000002,0.018868,0.000258,0.053922000000000005,0.029379000000000002,0.000775,0.0,0.0005480000000000001,0.0,0.0,0.0,0,1,0,0,8XuKLWN9jCPIGHlB,22.3,0.615976
322353,4,0,16,144.95,139.58,76.0,66.0,1079.0494720000002,0,3,12,0,4,2,150.0,0.0,1079.988166,177.1,227.916667,88.7,1,48,0,0,0,4,106.6325,35.85777,-26.316667,0.05494500000000001,0.023207,0.350946,0.006784,0.245283,0.00773,0.0,0.006665000000000001,0.038488,0.053833000000000006,0.013626,0.48484799999999995,0.0,0.0,1,0,0,0,ADrozPcqHQBFULOK,-2.315,0.611326
322487,4,0,91,96.5,107.7,96.0,114.0,1251.063173,0,3,12,0,4,1,500.0,950.0407339999999,1252.8666,195.4,0.0,227.183333,1,37,0,0,0,5,103.55,7.634297999999999,5.8333330000000005,0.32966999999999996,0.022536,0.36549499999999996,0.007865,0.245283,0.025767,0.054575,0.007731999999999999,0.042464999999999996,0.0,0.034898,0.373737,0.0,0.0,0,1,0,0,vYLCjyxblA5Rg4TE,3.4,0.612406
322513,4,0,49,165.0,195.59,157.05,168.16,3829.585497,1,1,24,0,4,1,200.0,0.0,0.0,0.0,0.0,152.533333,2,26,0,0,0,14,171.45,14.513151,1.053333,0.175824,0.03731,0.36333200000000004,0.024077,0.47169799999999995,0.010306999999999998,0.0,0.0,0.0,0.0,0.023431,0.262626,0.0,0.0,0,0,0,0,khKzwrXEHAUPIuNj,-9.74,0.609924
